Entry,Entry name,Protein names,Gene names,Organism,Length,Gene ontology IDs,Taxonomic lineage (PHYLUM)
A0A671WXK2,A0A671WXK2_SPAAU,MAP/microtubule affinity-regulating kinase 4-like,LOC115593421,Sparus aurata (Gilthead sea bream),703,GO:0004672; GO:0005524,Chordata
A0A671X2C3,A0A671X2C3_SPAAU,Leukocyte cell-derived chemotaxin 2 like,,Sparus aurata (Gilthead sea bream),144,,Chordata
A0A671X1W4,A0A671X1W4_SPAAU,Leukocyte cell-derived chemotaxin 2 like,,Sparus aurata (Gilthead sea bream),154,,Chordata
A0A671U8Q4,A0A671U8Q4_SPAAU,Elongation of very long chain fatty acids protein 7 (EC 2.3.1.199) (3-keto acyl-CoA synthase ELOVL7) (ELOVL fatty acid elongase 7) (ELOVL FA elongase 7) (Very long chain 3-ketoacyl-CoA synthase 7) (Very long chain 3-oxoacyl-CoA synthase 7),elovl7 ELOVL7,Sparus aurata (Gilthead sea bream),294,GO:0005789; GO:0006636; GO:0009922; GO:0016021; GO:0019367; GO:0034625; GO:0034626; GO:0035338; GO:0042761; GO:0102336; GO:0102337; GO:0102338; GO:0102756,Chordata
A0A671UQJ6,A0A671UQJ6_SPAAU,Phosphodiesterase (EC 3.1.4.-),LOC115571902,Sparus aurata (Gilthead sea bream),727,GO:0004115; GO:0006198; GO:0007165; GO:0046872,Chordata
A0A671UKB5,A0A671UKB5_SPAAU,Phosphodiesterase (EC 3.1.4.-),LOC115571902,Sparus aurata (Gilthead sea bream),735,GO:0004115; GO:0006198; GO:0007165; GO:0046872,Chordata
A0A671WK74,A0A671WK74_SPAAU,Kinesin family member 15,kif15,Sparus aurata (Gilthead sea bream),1215,GO:0003676; GO:0004386; GO:0005524; GO:0007275; GO:0007283; GO:0030154; GO:0031047; GO:0051321,Chordata
A0A671WD89,A0A671WD89_SPAAU,Kinesin family member 15,kif15,Sparus aurata (Gilthead sea bream),1290,GO:0003676; GO:0004386; GO:0005524; GO:0007275; GO:0007283; GO:0030154; GO:0031047; GO:0051321,Chordata
A0A671YE96,A0A671YE96_SPAAU,Uncharacterized LOC115586082,LOC115586082,Sparus aurata (Gilthead sea bream),369,GO:0004930; GO:0016021,Chordata
A0A671UMF3,A0A671UMF3_SPAAU,Centromere protein J-like,LOC115588766,Sparus aurata (Gilthead sea bream),1262,GO:0005814; GO:0015631; GO:0046599; GO:0051301,Chordata
A0A2U9AVH1,A0A2U9AVH1_SCOMX,EF-hand domain-containing protein,F2P81_001433 SMAX5B_016670,Scophthalmus maximus (Turbot) (Psetta maxima),92,GO:0005509; GO:0046914,Chordata
A0A671WGK1,A0A671WGK1_SPAAU,Heart development protein with EGF-like domains 1,,Sparus aurata (Gilthead sea bream),1148,GO:0005509; GO:0007043; GO:0007507; GO:0016021,Chordata
A0A6G0J9B9,A0A6G0J9B9_LARCR,Lipopolysaccharide-responsive and beige-like anchor protein Beige-like protein CDC4-like protein,D5F01_LYC00457,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),2951,GO:0016020,Chordata
A0A671XJM2,A0A671XJM2_SPAAU,BED-type domain-containing protein,,Sparus aurata (Gilthead sea bream),616,GO:0003677; GO:0005634; GO:0046872; GO:0046983,Chordata
A0A671W4M5,A0A671W4M5_SPAAU,CUB domain-containing protein 1-like,LOC115567720,Sparus aurata (Gilthead sea bream),812,GO:0016021,Chordata
A0A6G1PRM2,A0A6G1PRM2_9TELE,Signal sequence receptor subunit gamma (Translocon-associated protein subunit gamma),EXN66_Car008626,Channa argus (northern snakehead),338,GO:0005789; GO:0006614; GO:0016021,Chordata
A0A671W016,A0A671W016_SPAAU,Smoothelin-like protein 2,LOC115593405,Sparus aurata (Gilthead sea bream),693,,Chordata
A0A671UZ48,A0A671UZ48_SPAAU,Smoothelin like 1,smtnl1,Sparus aurata (Gilthead sea bream),458,,Chordata
A0A671U6C7,A0A671U6C7_SPAAU,Smoothelin-like protein 2,LOC115575994,Sparus aurata (Gilthead sea bream),548,,Chordata
A0A671YLZ6,A0A671YLZ6_SPAAU,Neuronal pentraxin-1-like,LOC115576308,Sparus aurata (Gilthead sea bream),432,,Chordata
A0A671WJU8,A0A671WJU8_SPAAU,Mitochondrial ribosomal protein S26,mrps26,Sparus aurata (Gilthead sea bream),207,GO:0005763,Chordata
A0A671X0H0,A0A671X0H0_SPAAU,von Willebrand factor A domain containing 2,vwa2,Sparus aurata (Gilthead sea bream),793,GO:0005509; GO:0005604; GO:0005615,Chordata
A0A671W687,A0A671W687_SPAAU,Zinc finger and BTB domain containing 40,zbtb40,Sparus aurata (Gilthead sea bream),870,,Chordata
A0A671TLI6,A0A671TLI6_SPAAU,Transmembrane channel-like protein,TMC6,Sparus aurata (Gilthead sea bream),827,GO:0005887,Chordata
A0A671VBA6,A0A671VBA6_SPAAU,Uncharacterized LOC115589959,LOC115589959,Sparus aurata (Gilthead sea bream),634,GO:0005886; GO:0016021,Chordata
A0A671TX07,A0A671TX07_SPAAU,Cholesteryl ester transfer protein,cetp,Sparus aurata (Gilthead sea bream),505,GO:0008203; GO:0008289; GO:0034197; GO:0034364; GO:0034372; GO:0034375; GO:0043691; GO:0120020,Chordata
A0A671XV72,A0A671XV72_SPAAU,Uncharacterized protein,,Sparus aurata (Gilthead sea bream),1157,GO:0005604; GO:0016020,Chordata
A0A671VN92,A0A671VN92_SPAAU,RNA binding motif protein 45,rbm45,Sparus aurata (Gilthead sea bream),477,GO:0003723,Chordata
A0A3B4XSW6,A0A3B4XSW6_SERLL,Solute carrier family 26 member 9 (Anion transporter/exchanger protein 9),SLC26A9,Seriola lalandi dorsalis,780,GO:0005254; GO:0006821; GO:0008271; GO:0015301; GO:0015701; GO:0016021,Chordata
A0A671YPH5,A0A671YPH5_SPAAU,Phosphodiesterase (EC 3.1.4.-),pde7a,Sparus aurata (Gilthead sea bream),506,GO:0004114; GO:0007165; GO:0046872,Chordata
A0A671UI76,A0A671UI76_SPAAU,Opsin-5-like,LOC115573584,Sparus aurata (Gilthead sea bream),349,GO:0004930; GO:0007601; GO:0007602; GO:0009881; GO:0016021; GO:0018298,Chordata
A0A671XV90,A0A671XV90_SPAAU,Rhodopsin,LOC115587793,Sparus aurata (Gilthead sea bream),380,GO:0004930; GO:0007601; GO:0007602; GO:0009881; GO:0016021; GO:0018298,Chordata
A0A671XZ88,A0A671XZ88_SPAAU,Leucine-rich repeat; immunoglobulin-like domain and transmembrane domain-containing protein 2,LOC115596128,Sparus aurata (Gilthead sea bream),572,GO:0005886; GO:0016021,Chordata
A0A671Y545,A0A671Y545_SPAAU,Leucine-rich repeat; immunoglobulin-like domain and transmembrane domain-containing protein 2,LOC115596128,Sparus aurata (Gilthead sea bream),556,GO:0005886; GO:0016021,Chordata
A0A671WZ91,A0A671WZ91_SPAAU,NK2 homeobox 4,NKX2-4,Sparus aurata (Gilthead sea bream),353,GO:0000981; GO:0003677; GO:0005634; GO:0007275,Chordata
A0A3Q3RJJ1,A0A3Q3RJJ1_9TELE,Protein kinase; cAMP-dependent; regulatory; type I; alpha (tissue specific extinguisher 1) a,,Mastacembelus armatus (zig-zag eel),380,GO:0005886; GO:0005952; GO:0008603; GO:0030552,Chordata
A0A6P7M7Y9,A0A6P7M7Y9_BETSP,phospholipid phosphatase-related protein type 5 isoform X1,plppr5,Betta splendens (Siamese fighting fish),366,GO:0006644; GO:0016021; GO:0042577,Chordata
A0A671YPB5,A0A671YPB5_SPAAU,GTPase IMAP family member 7-like,LOC115576388,Sparus aurata (Gilthead sea bream),342,GO:0005525,Chordata
A0A671YYV1,A0A671YYV1_SPAAU,Uncharacterized protein,,Sparus aurata (Gilthead sea bream),1146,,Chordata
A0A4W6CFY0,A0A4W6CFY0_LATCA,Uncharacterized protein,,Lates calcarifer (Barramundi) (Holocentrus calcarifer),1015,,Chordata
A0A671Y5E0,A0A671Y5E0_SPAAU,Myopalladin-like,LOC115568808,Sparus aurata (Gilthead sea bream),1061,GO:0005886; GO:0007155; GO:0007411; GO:0016021,Chordata
A0A671Y3W0,A0A671Y3W0_SPAAU,Inositol-polyphosphate 5-phosphatase (EC 3.1.3.56),LOC115570188,Sparus aurata (Gilthead sea bream),505,GO:0004445; GO:0046856; GO:0052658; GO:0052659,Chordata
A0A671WN72,A0A671WN72_SPAAU,Uncharacterized LOC115592271,LOC115592271,Sparus aurata (Gilthead sea bream),1689,GO:0051301; GO:0051988,Chordata
A0A671U9G9,A0A671U9G9_SPAAU,G-rich sequence factor 1-like,LOC115581482,Sparus aurata (Gilthead sea bream),390,GO:0003723; GO:0006396,Chordata
A0A2Y4Y2I3,A0A2Y4Y2I3_SHIFL,RarD protein,rarD SAMEA3710404_03838,Shigella flexneri,302,GO:0005887,Proteobacteria
A0A671VGT0,A0A671VGT0_SPAAU,Chromosome 17 C8orf37 homolog,c17h8orf37,Sparus aurata (Gilthead sea bream),379,,Chordata
A0A3P9DI38,A0A3P9DI38_9CICH,Matrilin 2,MATN2,Maylandia zebra (zebra mbuna),779,GO:0005509,Chordata
A0A671YYI1,A0A671YYI1_SPAAU,Transcription intermediary factor 1-alpha-like,LOC115587195,Sparus aurata (Gilthead sea bream),974,GO:0003677; GO:0005634; GO:0008270,Chordata
A0A6N4KQM2,A0A6N4KQM2_ECOLX,Endopeptidase La (EC 3.4.21.53),BON98_05985,Escherichia coli,586,GO:0004176; GO:0004252; GO:0005524; GO:0030163,Proteobacteria
A0A671UWR8,A0A671UWR8_SPAAU,TMEM132 domain-containing protein,,Sparus aurata (Gilthead sea bream),1068,GO:0016021,Chordata
A0A133L9M9,A0A133L9M9_CITFR,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase),purC HMPREF3212_03700,Citrobacter freundii,261,GO:0004639; GO:0005524; GO:0006189; GO:0009236,Proteobacteria
A0A671WKU6,A0A671WKU6_SPAAU,Non-specific serine/threonine protein kinase (EC 2.7.11.1),sik2,Sparus aurata (Gilthead sea bream),929,GO:0005524; GO:0106310; GO:0106311,Chordata
A0A671VIL8,A0A671VIL8_SPAAU,Disintegrin and metalloproteinase domain-containing protein 10-like,LOC115590835,Sparus aurata (Gilthead sea bream),681,GO:0004222; GO:0016021,Chordata
A0A671YZQ1,A0A671YZQ1_SPAAU,Actin-depolymerizing factor (Brevin) (Gelsolin),gsn,Sparus aurata (Gilthead sea bream),739,GO:0005509; GO:0030030; GO:0045010; GO:0051014; GO:0051015; GO:0051016,Chordata
A0A671YZN2,A0A671YZN2_SPAAU,Actin-depolymerizing factor (Brevin) (Gelsolin),gsn,Sparus aurata (Gilthead sea bream),770,GO:0005509; GO:0030030; GO:0045010; GO:0051014; GO:0051015; GO:0051016,Chordata
A0A671X3D3,A0A671X3D3_SPAAU,Dynein heavy chain 12; axonemal-like,LOC115584355,Sparus aurata (Gilthead sea bream),583,GO:0016567; GO:0035556,Chordata
A0A671YLN8,A0A671YLN8_SPAAU,Collagen type VI alpha 2 chain,col6a2,Sparus aurata (Gilthead sea bream),1011,,Chordata
A0A671W8M8,A0A671W8M8_SPAAU,Myb/SANT DNA binding domain containing 1,msantd1,Sparus aurata (Gilthead sea bream),279,,Chordata
A0A671XM76,A0A671XM76_SPAAU,Sodium/nucleoside cotransporter,LOC115586437,Sparus aurata (Gilthead sea bream),675,GO:0005415; GO:0005887,Chordata
A0A671TQC0,A0A671TQC0_SPAAU,Interleukin 16,il16,Sparus aurata (Gilthead sea bream),1281,,Chordata
A0A6G0IQ86,A0A6G0IQ86_LARCR,Solute carrier family 26 member 10,D5F01_LYC08563,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),602,GO:0008271; GO:0016021,Chordata
A0A671X3W8,A0A671X3W8_SPAAU,Solute carrier family 26 member 10-like,LOC115584515,Sparus aurata (Gilthead sea bream),691,GO:0008271; GO:0016021,Chordata
A0A671WR41,A0A671WR41_SPAAU,Tyrosine-protein kinase (EC 2.7.10.2),LOC115573339,Sparus aurata (Gilthead sea bream),511,GO:0004714; GO:0004715; GO:0005524,Chordata
A0A671VP05,A0A671VP05_SPAAU,Tyrosine-protein kinase (EC 2.7.10.2),blk,Sparus aurata (Gilthead sea bream),487,GO:0004714; GO:0004715; GO:0005524,Chordata
A0A671VP32,A0A671VP32_SPAAU,Tyrosine-protein kinase (EC 2.7.10.2),blk,Sparus aurata (Gilthead sea bream),485,GO:0004714; GO:0004715; GO:0005524,Chordata
A0A0F6MX75,A0A0F6MX75_SPAAU,ATP synthase subunit O; mitochondrial (Oligomycin sensitivity conferral protein),ATP5O,Sparus aurata (Gilthead sea bream),209,GO:0005743; GO:0046933,Chordata
A0A671VKH2,A0A671VKH2_SPAAU,Glutamate decarboxylase 1-like,LOC115573340,Sparus aurata (Gilthead sea bream),536,GO:0016831; GO:0019752; GO:0030170,Chordata
A0A671YMC4,A0A671YMC4_SPAAU,Diablo homolog; mitochondrial,LOC115595738,Sparus aurata (Gilthead sea bream),269,GO:0005739; GO:0006915; GO:0006919,Chordata
A0A671TDH6,A0A671TDH6_SPAAU,CWF19 like cell cycle control factor 2,cwf19l2,Sparus aurata (Gilthead sea bream),991,,Chordata
A0A671W0P2,A0A671W0P2_SPAAU,Sushi; nidogen and EGF like domains 1,sned1,Sparus aurata (Gilthead sea bream),1354,GO:0005509; GO:0007160,Chordata
A0A671W0N7,A0A671W0N7_SPAAU,Sushi; nidogen and EGF like domains 1,sned1,Sparus aurata (Gilthead sea bream),1385,GO:0005509; GO:0007160,Chordata
A0A671XR95,A0A671XR95_SPAAU,Endoplasmic reticulum-Golgi intermediate compartment protein 2-like,LOC115586756,Sparus aurata (Gilthead sea bream),367,GO:0016021; GO:0016192; GO:0033116,Chordata
A0A671WLI5,A0A671WLI5_SPAAU,Solute carrier family 10 member 4,slc10a4,Sparus aurata (Gilthead sea bream),418,GO:0015293; GO:0016021,Chordata
A0A671Y3M3,A0A671Y3M3_SPAAU,Coiled-coil domain containing 17,,Sparus aurata (Gilthead sea bream),574,,Chordata
A0A671TWX9,A0A671TWX9_SPAAU,COBW domain-containing protein 1-like,LOC115581460,Sparus aurata (Gilthead sea bream),370,,Chordata
A0A671U180,A0A671U180_SPAAU,Nephrocystin 4,nphp4,Sparus aurata (Gilthead sea bream),1451,GO:0005856; GO:0090090; GO:0097730,Chordata
A0A671TRT5,A0A671TRT5_SPAAU,Serpin family F member 2,serpinf2,Sparus aurata (Gilthead sea bream),482,GO:0005615,Chordata
A0A671XGJ6,A0A671XGJ6_SPAAU,Rac GTPase-activating protein 1-like,LOC115571462,Sparus aurata (Gilthead sea bream),606,GO:0035556,Chordata
A0A671TFG2,A0A671TFG2_SPAAU,Zinc finger protein 384-like,LOC115578923,Sparus aurata (Gilthead sea bream),611,,Chordata
A0A671XSN5,A0A671XSN5_SPAAU,Uncharacterized LOC115584864,LOC115584864,Sparus aurata (Gilthead sea bream),669,GO:0003677; GO:0008270,Chordata
A0A3Q3GHN4,A0A3Q3GHN4_KRYMA,Reverse transcriptase,,Kryptolebias marmoratus (Mangrove killifish) (Rivulus marmoratus),1035,GO:0003676; GO:0015074,Chordata
A0A671UEM1,A0A671UEM1_SPAAU,Non-specific serine/threonine protein kinase (EC 2.7.11.1),MARK4,Sparus aurata (Gilthead sea bream),759,GO:0005524; GO:0030425; GO:0106310; GO:0106311,Chordata
A0A671UEP9,A0A671UEP9_SPAAU,MAP/microtubule affinity-regulating kinase 4-like,MARK4,Sparus aurata (Gilthead sea bream),697,GO:0004672; GO:0005524,Chordata
A0A671YJX7,A0A671YJX7_SPAAU,Pleckstrin homology domain-containing family A member 7-like,LOC115586358,Sparus aurata (Gilthead sea bream),1288,,Chordata
A0A671UM50,A0A671UM50_SPAAU,Pleckstrin homology domain containing; family A member 7b,,Sparus aurata (Gilthead sea bream),1331,,Chordata
A0A671V9C4,A0A671V9C4_SPAAU,Pleckstrin homology domain-containing family A member 5-like,LOC115595208,Sparus aurata (Gilthead sea bream),1564,,Chordata
A0A671UIK3,A0A671UIK3_SPAAU,Pleckstrin homology domain containing; family A member 7b,,Sparus aurata (Gilthead sea bream),1328,,Chordata
A0A671YLC7,A0A671YLC7_SPAAU,Ribitol xylosyltransferase 1,rxylt1,Sparus aurata (Gilthead sea bream),441,,Chordata
A0A6A5F9G4,A0A6A5F9G4_PERFL,Uncharacterized protein,PFLUV_G00101810,Perca fluviatilis (European perch),429,,Chordata
A0A3B5AUL1,A0A3B5AUL1_9TELE,Wolframin-like,,Stegastes partitus (bicolor damselfish),1061,GO:0005783; GO:0016021; GO:0055074,Chordata
A0A671WHY4,A0A671WHY4_SPAAU,Carbohydrate sulfotransferase (EC 2.8.2.-),LOC115575838,Sparus aurata (Gilthead sea bream),416,GO:0000139; GO:0008146; GO:0016021; GO:0016051,Chordata
A0A671VK28,A0A671VK28_SPAAU,Protein S100 (S100 calcium-binding protein),,Sparus aurata (Gilthead sea bream),119,GO:0005509,Chordata
A0A671W7B6,A0A671W7B6_SPAAU,ArfGAP with RhoGAP domain; ankyrin repeat and PH domain 1,ARAP1,Sparus aurata (Gilthead sea bream),1615,GO:0005096; GO:0005547; GO:0005737; GO:0007165; GO:0043547,Chordata
A0A671V3I4,A0A671V3I4_SPAAU,Cms1 ribosomal small subunit homolog,cmss1,Sparus aurata (Gilthead sea bream),292,,Chordata
A0A6G0I2S3,A0A6G0I2S3_LARCR,Rho guanine nucleotide exchange factor 6,D5F01_LYC15401,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),772,GO:0005085; GO:0030027,Chordata
A0A671XG26,A0A671XG26_SPAAU,Protocadherin-7-like,LOC115580906,Sparus aurata (Gilthead sea bream),1372,GO:0005509; GO:0005886; GO:0007156; GO:0016021,Chordata
A0A671YE16,A0A671YE16_SPAAU,Solute carrier family 16 member 5,slc16a5,Sparus aurata (Gilthead sea bream),535,GO:0016021; GO:0022857,Chordata
A0A5J5CTI4,A0A5J5CTI4_9PERO,Uncharacterized protein,FQN60_015184,Etheostoma spectabile (orangethroat darter),849,,Chordata
A0A6A5E322,A0A6A5E322_PERFL,RING-type domain-containing protein,PFLUV_G00239460,Perca fluviatilis (European perch),4821,GO:0004842; GO:0016887; GO:0046872,Chordata
A0A6G0IZM5,A0A6G0IZM5_LARCR,Microtubule-associated protein 1A,D5F01_LYC05548,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),4445,GO:0000226; GO:0005874; GO:0008017,Chordata
A0A671WZC3,A0A671WZC3_SPAAU,V-type proton ATPase subunit a,LOC115568747,Sparus aurata (Gilthead sea bream),838,GO:0000220; GO:0015078; GO:0016021,Chordata
A0A671Z108,A0A671Z108_SPAAU,Mitogen-activated protein kinase kinase kinase 13-A-like,LOC115571895,Sparus aurata (Gilthead sea bream),667,GO:0004672; GO:0005524,Chordata
A0A671ULP8,A0A671ULP8_SPAAU,Trinucleotide repeat-containing gene 6B protein-like,LOC115570927,Sparus aurata (Gilthead sea bream),2152,GO:0003676; GO:0035278,Chordata
A0A1S3LG89,A0A1S3LG89_SALSA,uncharacterized protein LOC106566446,LOC106566446,Salmo salar (Atlantic salmon),412,GO:0005576; GO:0019835,Chordata
A0A6A5EAA8,A0A6A5EAA8_PERFL,Uncharacterized protein,PFLUV_G00203460,Perca fluviatilis (European perch),136,,Chordata
A0A6A4T3P7,A0A6A4T3P7_SCOMX,Uncharacterized protein,F2P81_007980,Scophthalmus maximus (Turbot) (Psetta maxima),291,,Chordata
A0A3B4UP35,A0A3B4UP35_SERDU,Beta-crystallin B1-like,,Seriola dumerili (Greater amberjack) (Caranx dumerili),243,,Chordata
A0A671WES0,A0A671WES0_SPAAU,Calpain-9-like,LOC115574972,Sparus aurata (Gilthead sea bream),698,GO:0004198; GO:0005509,Chordata
A0A671W6M9,A0A671W6M9_SPAAU,Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase),,Sparus aurata (Gilthead sea bream),625,GO:0000139; GO:0004653; GO:0006486; GO:0016021; GO:0030246,Chordata
A0A671YHP2,A0A671YHP2_SPAAU,P2X purinoceptor,,Sparus aurata (Gilthead sea bream),519,GO:0001614; GO:0004931; GO:0005524; GO:0005887; GO:0033198; GO:0098794,Chordata
A0A671W7W1,A0A671W7W1_SPAAU,Solute carrier family 50 member 1 (Sugar transporter SWEET1),slc50a1,Sparus aurata (Gilthead sea bream),219,GO:0008643; GO:0016021,Chordata
A0A671W4J7,A0A671W4J7_SPAAU,Rho GTPase activating protein 23a,,Sparus aurata (Gilthead sea bream),1705,GO:0005096; GO:0007165; GO:0043547,Chordata
A0A671Z063,A0A671Z063_SPAAU,Rho GTPase-activating protein 21-like,LOC115572031,Sparus aurata (Gilthead sea bream),1803,GO:0005096; GO:0007165; GO:0043547,Chordata
A0A671UBA2,A0A671UBA2_SPAAU,Hemopexin,LOC115577359,Sparus aurata (Gilthead sea bream),435,GO:0005576; GO:0006879; GO:0015232; GO:0046872,Chordata
A0A671WMH2,A0A671WMH2_SPAAU,Short transient receptor potential channel 6-like,LOC115593446,Sparus aurata (Gilthead sea bream),842,GO:0005262; GO:0016021,Chordata
A0A671W7D0,A0A671W7D0_SPAAU,Regulator of G protein signaling 12a,,Sparus aurata (Gilthead sea bream),674,GO:0005096; GO:0005737; GO:0007165; GO:0030425; GO:0043547,Chordata
A0A6A5DZ19,A0A6A5DZ19_PERFL,Uncharacterized protein,PFLUV_G00165480,Perca fluviatilis (European perch),1414,GO:0005096; GO:0005737; GO:0007165; GO:0030425; GO:0043547,Chordata
A0A6G0HIP7,A0A6G0HIP7_LARCR,Regulator of G-protein signaling 12,D5F01_LYC22660,Larimichthys crocea (Large yellow croaker) (Pseudosciaena crocea),791,GO:0005096; GO:0005737; GO:0007165; GO:0030425; GO:0043547,Chordata
A0A671VEI0,A0A671VEI0_SPAAU,Myosin VIIBb,,Sparus aurata (Gilthead sea bream),2074,GO:0003774; GO:0005524; GO:0005737; GO:0016459; GO:0051015,Chordata
A0A671Z3Y8,A0A671Z3Y8_SPAAU,Adhesion G-protein coupled receptor D2-like,LOC115591846,Sparus aurata (Gilthead sea bream),1107,GO:0004930; GO:0007166; GO:0016021,Chordata
A0A671WMF7,A0A671WMF7_SPAAU,SP110 nuclear body protein; tandem duplicate 1,,Sparus aurata (Gilthead sea bream),322,GO:0003677; GO:0005634; GO:0005737; GO:0006959; GO:0045182,Chordata
A0A377LAU4,A0A377LAU4_ECOLX,Nitrite reductase [NAD(P)H] large subunit (EC 1.18.1.-) (EC 1.7.1.4),nirB_2 NCTC12950_00413,Escherichia coli,509,GO:0008942; GO:0042128; GO:0050660; GO:0050661,Proteobacteria
A0A4C4I9N1,A0A4C4I9N1_ECOLX,Nitrite reductase large subunit (Nitrite reductase subunit NirD),nirB BvCmsHHP056_00468 FRV13_19685,Escherichia coli,847,GO:0008942; GO:0020037; GO:0042128; GO:0046872; GO:0050660; GO:0050661; GO:0051539,Proteobacteria
A0A671Z412,A0A671Z412_SPAAU,Mitogen-activated protein kinase kinase kinase (EC 2.7.11.25),MAP3K13,Sparus aurata (Gilthead sea bream),1016,GO:0004709; GO:0005524; GO:0005737; GO:0046777; GO:0106310; GO:0106311,Chordata
A0A671XYC6,A0A671XYC6_SPAAU,Chromodomain-helicase-DNA-binding protein 8 (CHD-8) (EC 3.6.4.12) (ATP-dependent helicase CHD8),LOC115572059 CHD8,Sparus aurata (Gilthead sea bream),2560,GO:0002039; GO:0003677; GO:0003678; GO:0005524; GO:0008013; GO:0016055; GO:0016787; GO:0030178; GO:0042393; GO:0043044; GO:0043066; GO:0045892; GO:0045893; GO:0070615; GO:0071339,Chordata
A0A6A5F1X6,A0A6A5F1X6_PERFL,Uncharacterized protein,PFLUV_G00102680,Perca fluviatilis (European perch),682,,Chordata
A0A671Y7M9,A0A671Y7M9_SPAAU,Double minute 2 protein (EC 2.3.2.27) (E3 ubiquitin-protein ligase Mdm2) (RING-type E3 ubiquitin transferase Mdm2) (p53-binding protein Mdm2),mdm2,Sparus aurata (Gilthead sea bream),535,GO:0000122; GO:0005654; GO:0005730; GO:0005737; GO:0042802; GO:0043066; GO:0046872; GO:0061630; GO:0071157,Chordata
A0A671UWH0,A0A671UWH0_SPAAU,Zinc finger protein 366,,Sparus aurata (Gilthead sea bream),777,,Chordata
A0A671YIB2,A0A671YIB2_SPAAU,CMT1A duplicated region transcript 1,cdrt1,Sparus aurata (Gilthead sea bream),792,,Chordata
A0A671XWH2,A0A671XWH2_SPAAU,Solute carrier family 4 member 11,slc4a11,Sparus aurata (Gilthead sea bream),855,GO:0005452; GO:0016021,Chordata
A0A671XX66,A0A671XX66_SPAAU,Solute carrier family 4 member 11,slc4a11,Sparus aurata (Gilthead sea bream),844,GO:0005452; GO:0016021,Chordata
A0A671XYA4,A0A671XYA4_SPAAU,V(D)J recombination-activating protein 1 (EC 2.3.2.27) (EC 3.1.-.-),rag1,Sparus aurata (Gilthead sea bream),1062,GO:0004519; GO:0005634; GO:0008270; GO:0010390; GO:0030183; GO:0033077; GO:0033151; GO:0042393; GO:0042803; GO:0043565; GO:0061630,Chordata
A0A671XS04,A0A671XS04_SPAAU,AVPR V2 (Antidiuretic hormone receptor) (Renal-type arginine vasopressin receptor) (Vasopressin V2 receptor),LOC115585393,Sparus aurata (Gilthead sea bream),477,GO:0005000; GO:0005886; GO:0016021,Chordata
