Entry,Entry name,Protein names,Gene names,Organism,Length,Gene ontology IDs,Taxonomic lineage (PHYLUM)
Q14C86,GAPD1_HUMAN,GTPase-activating protein and VPS9 domain-containing protein 1 (GAPex-5) (Rab5-activating protein 6),GAPVD1 GAPEX5 KIAA1521 RAP6,Homo sapiens (Human),1478,GO:0005085; GO:0005096; GO:0005768; GO:0005829; GO:0005886; GO:0006897; GO:0007165; GO:0032794; GO:0043547; GO:0045296; GO:0051223; GO:0061024,Chordata
Q02153,GCYB1_HUMAN,Guanylate cyclase soluble subunit beta-1 (GCS-beta-1) (EC 4.6.1.2) (Guanylate cyclase soluble subunit beta-3) (GCS-beta-3) (Soluble guanylate cyclase small subunit),GUCY1B1 GUC1B3 GUCSB3 GUCY1B3,Homo sapiens (Human),619,GO:0004383; GO:0005525; GO:0006182; GO:0007263; GO:0008015; GO:0008074; GO:0019934; GO:0020037; GO:0038023; GO:0038060; GO:0046872; GO:0048786; GO:0071732; GO:0099555,Chordata
Q9Y2J2,E41L3_HUMAN,Band 4.1-like protein 3 (4.1B) (Differentially expressed in adenocarcinoma of the lung protein 1) (DAL-1) (Erythrocyte membrane protein band 4.1-like 3) [Cleaved into: Band 4.1-like protein 3; N-terminally processed],EPB41L3 DAL1 KIAA0987,Homo sapiens (Human),1087,GO:0001558; GO:0002175; GO:0003779; GO:0005200; GO:0005829; GO:0005856; GO:0005886; GO:0005911; GO:0006915; GO:0008360; GO:0030054; GO:0030865; GO:0030866; GO:0030913; GO:0031032; GO:0033270; GO:0043217; GO:0044224; GO:0048812; GO:0071205; GO:0072659; GO:0106006,Chordata
O60941,DTNB_HUMAN,Dystrobrevin beta (DTN-B) (Beta-dystrobrevin),DTNB,Homo sapiens (Human),627,GO:0005634; GO:0005737; GO:0005886; GO:0008270; GO:0014069; GO:0030182; GO:0045202; GO:0060077; GO:0099536,Chordata
Q96B26,EXOS8_HUMAN,Exosome complex component RRP43 (Exosome component 8) (Opa-interacting protein 2) (OIP-2) (Ribosomal RNA-processing protein 43) (p9),EXOSC8 OIP2 RRP43,Homo sapiens (Human),276,GO:0000176; GO:0000177; GO:0000178; GO:0000467; GO:0001650; GO:0005634; GO:0005654; GO:0005694; GO:0005737; GO:0005829; GO:0006364; GO:0016075; GO:0034427; GO:0034473; GO:0034475; GO:0034476; GO:0035925; GO:0042802; GO:0043231; GO:0043488; GO:0043928; GO:0071028; GO:0071035; GO:0071038; GO:0071042,Chordata
Q9Y324,FCF1_HUMAN,rRNA-processing protein FCF1 homolog,FCF1 C14orf111 CGI-35,Homo sapiens (Human),198,GO:0003723; GO:0005654; GO:0005730; GO:0006364; GO:0032040,Chordata
O94915,FRYL_HUMAN,Protein furry homolog-like (ALL1-fused gene from chromosome 4p12 protein),FRYL AF4P12 KIAA0826,Homo sapiens (Human),3013,GO:0000902; GO:0005938; GO:0030427; GO:0031175,Chordata
Q5SZK8,FREM2_HUMAN,FRAS1-related extracellular matrix protein 2 (ECM3 homolog),FREM2,Homo sapiens (Human),3169,GO:0001654; GO:0001822; GO:0002009; GO:0005604; GO:0005886; GO:0007154; GO:0007155; GO:0007507; GO:0016021; GO:0042733; GO:0046872; GO:0048839; GO:0070062,Chordata
O14672,ADA10_HUMAN,Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c),ADAM10 KUZ MADM,Homo sapiens (Human),748,GO:0000139; GO:0001701; GO:0004175; GO:0004222; GO:0005102; GO:0005178; GO:0005634; GO:0005737; GO:0005788; GO:0005794; GO:0005798; GO:0005802; GO:0005886; GO:0005912; GO:0005925; GO:0006468; GO:0006509; GO:0007162; GO:0007219; GO:0007229; GO:0007267; GO:0007283; GO:0008021; GO:0008237; GO:0008284; GO:0008593; GO:0009986; GO:0010629; GO:0010820; GO:0014069; GO:0016020; GO:0016021; GO:0016485; GO:0017124; GO:0019901; GO:0022617; GO:0030136; GO:0030307; GO:0030335; GO:0030424; GO:0034205; GO:0034332; GO:0034612; GO:0035333; GO:0035579; GO:0042117; GO:0042803; GO:0042987; GO:0043025; GO:0043065; GO:0043066; GO:0043197; GO:0043231; GO:0043312; GO:0043687; GO:0044267; GO:0045211; GO:0046872; GO:0046930; GO:0046931; GO:0051089; GO:0061001; GO:0070062; GO:0070821; GO:0071157; GO:0090102; GO:0097038; GO:0097060; GO:0097197; GO:0097327; GO:0098696; GO:0098978; GO:0099173; GO:1901342; GO:1901998; GO:1902945; GO:1990000,Chordata
Q08462,ADCY2_HUMAN,Adenylate cyclase type 2 (EC 4.6.1.1) (ATP pyrophosphate-lyase 2) (Adenylate cyclase type II) (Adenylyl cyclase 2),ADCY2 KIAA1060,Homo sapiens (Human),1091,GO:0000287; GO:0002862; GO:0003091; GO:0004016; GO:0005524; GO:0005737; GO:0005886; GO:0005887; GO:0006171; GO:0007186; GO:0007188; GO:0007189; GO:0007190; GO:0007193; GO:0008179; GO:0016020; GO:0019933; GO:0030145; GO:0030425; GO:0034199; GO:0045121; GO:0071377; GO:1904322,Chordata
Q96JB2,COG3_HUMAN,Conserved oligomeric Golgi complex subunit 3 (COG complex subunit 3) (Component of oligomeric Golgi complex 3) (Vesicle-docking protein SEC34 homolog) (p94),COG3 SEC34,Homo sapiens (Human),828,GO:0000139; GO:0005794; GO:0005801; GO:0005829; GO:0005886; GO:0006486; GO:0006886; GO:0006888; GO:0006890; GO:0006891; GO:0007030; GO:0017119; GO:0032580; GO:0032588; GO:0033365; GO:0050821,Chordata
Q8N2A0,CX062_HUMAN,Putative uncharacterized protein encoded by LINC00269,LINC00269 CXorf62 NCRNA00269,Homo sapiens (Human),174,,Chordata
Q86XP3,DDX42_HUMAN,ATP-dependent RNA helicase DDX42 (EC 3.6.4.13) (DEAD box protein 42) (RNA helicase-like protein) (RHELP) (RNA helicase-related protein) (RNAHP) (SF3b DEAD box protein) (Splicing factor 3B-associated 125 kDa protein) (SF3b125),DDX42,Homo sapiens (Human),938,GO:0000398; GO:0003723; GO:0003724; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0008104; GO:0015030; GO:0016020; GO:0016607; GO:0042981,Chordata
Q9UNQ2,DIM1_HUMAN,Probable dimethyladenosine transferase (EC 2.1.1.183) (DIM1 dimethyladenosine transferase 1 homolog) (DIM1 dimethyladenosine transferase 1-like) (Probable 18S rRNA (adenine(1779)-N(6)/adenine(1780)-N(6))-dimethyltransferase) (Probable 18S rRNA dimethylase) (Probable S-adenosylmethionine-6-N';N'-adenosyl(rRNA) dimethyltransferase),DIMT1 DIMT1L HUSSY-05,Homo sapiens (Human),313,GO:0000179; GO:0003723; GO:0005654; GO:0005730; GO:0005759; GO:0005829; GO:0031167; GO:0052909; GO:2000234,Chordata
Q9BY84,DUS16_HUMAN,Dual specificity protein phosphatase 16 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 7) (MAP kinase phosphatase 7) (MKP-7),DUSP16 KIAA1700 MKP7,Homo sapiens (Human),665,GO:0000188; GO:0004721; GO:0004725; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006470; GO:0008330; GO:0016311; GO:0016791; GO:0017017; GO:0031410; GO:0035335; GO:0035970; GO:0045204; GO:0045209; GO:0051019; GO:0106306; GO:0106307,Chordata
Q92747,ARC1A_HUMAN,Actin-related protein 2/3 complex subunit 1A (SOP2-like protein),ARPC1A SOP2L,Homo sapiens (Human),370,GO:0003779; GO:0005634; GO:0005829; GO:0005885; GO:0015629; GO:0030036; GO:0034314; GO:0035861; GO:0038096; GO:0048013; GO:0051015; GO:0061024; GO:0070062,Chordata
Q9Y2E4,DIP2C_HUMAN,Disco-interacting protein 2 homolog C (DIP2 homolog C),DIP2C KIAA0934,Homo sapiens (Human),1556,,Chordata
P55039,DRG2_HUMAN,Developmentally-regulated GTP-binding protein 2 (DRG-2) (Translation factor GTPase DRG2) (TRAFAC GTPase DRG2) (EC 3.6.5.-),DRG2,Homo sapiens (Human),364,GO:0002181; GO:0003723; GO:0003924; GO:0005525; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0007165; GO:0016020; GO:0043231; GO:0046872,Chordata
O00757,F16P2_HUMAN,Fructose-1;6-bisphosphatase isozyme 2 (FBPase 2) (EC 3.1.3.11) (D-fructose-1;6-bisphosphate 1-phosphohydrolase 2) (Muscle FBPase),FBP2,Homo sapiens (Human),339,GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0005986; GO:0006000; GO:0006002; GO:0006094; GO:0030018; GO:0030054; GO:0030388; GO:0042132; GO:0042802; GO:0046872; GO:0070062,Chordata
Q86XX4,FRAS1_HUMAN,Extracellular matrix organizing protein FRAS1 (Fraser syndrome 1 protein),FRAS1 KIAA1500,Homo sapiens (Human),4008,GO:0002009; GO:0003338; GO:0005201; GO:0005604; GO:0005886; GO:0007154; GO:0015031; GO:0016021; GO:0030326; GO:0043588; GO:0046872; GO:0060021,Chordata
P31644,GBRA5_HUMAN,Gamma-aminobutyric acid receptor subunit alpha-5 (GABA(A) receptor subunit alpha-5),GABRA5,Homo sapiens (Human),462,GO:0001662; GO:0004890; GO:0005215; GO:0005237; GO:0005654; GO:0005829; GO:0005886; GO:0005887; GO:0007165; GO:0007214; GO:0007268; GO:0007420; GO:0007605; GO:0008306; GO:0022851; GO:0030594; GO:0032590; GO:0032809; GO:0034220; GO:0034707; GO:0038023; GO:0042391; GO:0043005; GO:0043524; GO:0045202; GO:0050811; GO:0050877; GO:0051932; GO:0060078; GO:0060119; GO:0060384; GO:0090102; GO:0098794; GO:0098982; GO:0099056; GO:0099060; GO:1902476; GO:1902711; GO:1904315,Chordata
Q9H5Z1,DHX35_HUMAN,Probable ATP-dependent RNA helicase DHX35 (EC 3.6.4.13) (DEAH box protein 35),DHX35 C20orf15 DDX35,Homo sapiens (Human),703,GO:0000398; GO:0001701; GO:0003723; GO:0003724; GO:0005524; GO:0016787; GO:0071013,Chordata
Q07864,DPOE1_HUMAN,DNA polymerase epsilon catalytic subunit A (EC 2.7.7.7) (3'-5' exodeoxyribonuclease) (EC 3.1.11.-) (DNA polymerase II subunit A),POLE POLE1,Homo sapiens (Human),2286,GO:0000082; GO:0000166; GO:0000278; GO:0000731; GO:0003677; GO:0003682; GO:0003887; GO:0005634; GO:0005654; GO:0005886; GO:0006260; GO:0006270; GO:0006272; GO:0006287; GO:0006297; GO:0008270; GO:0008310; GO:0008622; GO:0045004; GO:0048568; GO:0051539,Chordata
P33316,DUT_HUMAN,Deoxyuridine 5'-triphosphate nucleotidohydrolase; mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase),DUT,Homo sapiens (Human),252,GO:0000287; GO:0001889; GO:0003723; GO:0004170; GO:0005634; GO:0005654; GO:0005739; GO:0005829; GO:0006139; GO:0006226; GO:0006260; GO:0014070; GO:0015949; GO:0030547; GO:0032556; GO:0042802; GO:0042975; GO:0043254; GO:0046081; GO:0070062,Chordata
P39086,GRIK1_HUMAN,Glutamate receptor ionotropic; kainate 1 (GluK1) (Excitatory amino acid receptor 3) (EAA3) (Glutamate receptor 5) (GluR-5) (GluR5),GRIK1 GLUR5,Homo sapiens (Human),918,GO:0005886; GO:0005887; GO:0007215; GO:0007268; GO:0007399; GO:0007417; GO:0008066; GO:0015276; GO:0015277; GO:0035249; GO:0038023; GO:0045211; GO:0050804; GO:0051966; GO:1904315,Chordata
Q00537,CDK17_HUMAN,Cyclin-dependent kinase 17 (EC 2.7.11.22) (Cell division protein kinase 17) (PCTAIRE-motif protein kinase 2) (Serine/threonine-protein kinase PCTAIRE-2),CDK17 PCTAIRE2 PCTK2,Homo sapiens (Human),523,GO:0000083; GO:0004672; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0106310; GO:0106311,Chordata
P56545,CTBP2_HUMAN,C-terminal-binding protein 2 (CtBP2),CTBP2,Homo sapiens (Human),445,GO:0000122; GO:0001226; GO:0003682; GO:0003713; GO:0003714; GO:0005634; GO:0008285; GO:0016081; GO:0016616; GO:0017053; GO:0019079; GO:0019901; GO:0035563; GO:0042802; GO:0042974; GO:0044877; GO:0045892; GO:0045944; GO:0048386; GO:0050872; GO:0051287; GO:0098684; GO:0098831; GO:0098882; GO:0098978; GO:0098982; GO:0099523; GO:1990830,Chordata
O00341,EAA5_HUMAN,Excitatory amino acid transporter 5 (Retinal glutamate transporter) (Solute carrier family 1 member 7),SLC1A7 EAAT5,Homo sapiens (Human),560,GO:0001504; GO:0005313; GO:0005886; GO:0006811; GO:0006835; GO:0006836; GO:0015293; GO:0016021; GO:0098793; GO:0098810,Chordata
Q03001,DYST_HUMAN,Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein),DST BP230 BP240 BPAG1 DMH DT KIAA0728,Homo sapiens (Human),7570,GO:0000226; GO:0003779; GO:0005178; GO:0005198; GO:0005509; GO:0005604; GO:0005634; GO:0005635; GO:0005654; GO:0005737; GO:0005789; GO:0005829; GO:0005882; GO:0005925; GO:0005938; GO:0007010; GO:0007155; GO:0007229; GO:0008017; GO:0008022; GO:0008090; GO:0009611; GO:0009925; GO:0015629; GO:0015630; GO:0016020; GO:0016021; GO:0030011; GO:0030018; GO:0030056; GO:0030199; GO:0030424; GO:0031122; GO:0031252; GO:0031410; GO:0031581; GO:0031673; GO:0035371; GO:0042060; GO:0042803; GO:0045104; GO:0045111; GO:0048870; GO:0051010; GO:1904115,Chordata
Q05193,DYN1_HUMAN,Dynamin-1 (EC 3.6.5.5),DNM1 DNM,Homo sapiens (Human),864,GO:0000266; GO:0003374; GO:0003723; GO:0003924; GO:0005525; GO:0005654; GO:0005737; GO:0005874; GO:0005886; GO:0006897; GO:0006898; GO:0007032; GO:0008017; GO:0014069; GO:0015630; GO:0016020; GO:0016185; GO:0019901; GO:0030424; GO:0031410; GO:0031623; GO:0031966; GO:0042802; GO:0044327; GO:0048013; GO:0050803; GO:0061025; GO:0070062; GO:0098793; GO:0098844; GO:0098884,Chordata
Q92556,ELMO1_HUMAN,Engulfment and cell motility protein 1 (Protein ced-12 homolog),ELMO1 KIAA0281,Homo sapiens (Human),727,GO:0005737; GO:0005829; GO:0005886; GO:0006911; GO:0006915; GO:0007015; GO:0016020; GO:0016477; GO:0016601; GO:0017124; GO:0030036; GO:0032045; GO:0038096; GO:0048010; GO:0048870; GO:0050690; GO:0050790,Chordata
Q9NQ94,A1CF_HUMAN,APOBEC1 complementation factor (APOBEC1-stimulating protein),A1CF ACF ASP,Homo sapiens (Human),594,GO:0003723; GO:0003727; GO:0003729; GO:0005634; GO:0005654; GO:0005737; GO:0005783; GO:0006397; GO:0016554; GO:0016556; GO:0030895; GO:0050821,Chordata
Q3SY69,AL1L2_HUMAN,Mitochondrial 10-formyltetrahydrofolate dehydrogenase (Mitochondrial 10-FTHFDH) (mtFDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L2),ALDH1L2,Homo sapiens (Human),923,GO:0004029; GO:0005654; GO:0005739; GO:0005759; GO:0006730; GO:0009058; GO:0009258; GO:0016155; GO:0016742; GO:0046655; GO:0070062,Chordata
Q9Y2Q0,AT8A1_HUMAN,Phospholipid-transporting ATPase IA (EC 7.6.2.1) (ATPase class I type 8A member 1) (Chromaffin granule ATPase II) (P4-ATPase flippase complex alpha subunit ATP8A1),ATP8A1 ATPIA,Homo sapiens (Human),1164,GO:0000287; GO:0005524; GO:0005783; GO:0005794; GO:0005802; GO:0005886; GO:0006869; GO:0007612; GO:0016020; GO:0016021; GO:0016887; GO:0019829; GO:0022857; GO:0030335; GO:0031090; GO:0031410; GO:0034220; GO:0035577; GO:0035579; GO:0042584; GO:0043231; GO:0043312; GO:0045332; GO:0055085; GO:0061092; GO:0070062; GO:0140326; GO:0140327; GO:0140331; GO:0140346; GO:0150104; GO:1990531,Chordata
Q86VP6,CAND1_HUMAN,Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A) (TBP-interacting protein 120A) (p120 CAND1),CAND1 KIAA0829 TIP120 TIP120A,Homo sapiens (Human),1230,GO:0000151; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0006879; GO:0010265; GO:0016020; GO:0016567; GO:0017025; GO:0030154; GO:0031461; GO:0034774; GO:0043086; GO:0043312; GO:0043687; GO:0045899; GO:0070062; GO:1904813,Chordata
Q15392,DHC24_HUMAN,Delta(24)-sterol reductase (EC 1.3.1.72) (24-dehydrocholesterol reductase) (3-beta-hydroxysterol Delta-24-reductase) (Diminuto/dwarf1 homolog) (Seladin-1),DHCR24 KIAA0018,Homo sapiens (Human),516,GO:0000139; GO:0000246; GO:0005634; GO:0005737; GO:0005783; GO:0005789; GO:0006695; GO:0006915; GO:0006979; GO:0007050; GO:0008202; GO:0009888; GO:0016020; GO:0016021; GO:0016628; GO:0019899; GO:0033489; GO:0033490; GO:0042605; GO:0043066; GO:0043154; GO:0043588; GO:0050614; GO:0071949; GO:1901214,Chordata
Q9C0G6,DYH6_HUMAN,Dynein axonemal heavy chain 6 (Axonemal beta dynein heavy chain 6) (Ciliary dynein heavy chain 6),DNAH6 DNAHC6 DNHL1 HL2 KIAA1697,Homo sapiens (Human),4158,GO:0005524; GO:0005858; GO:0005874; GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959; GO:0060285,Chordata
Q9Y2T2,AP3M1_HUMAN,AP-3 complex subunit mu-1 (AP-3 adaptor complex mu3A subunit) (Adaptor-related protein complex 3 subunit mu-1) (Mu-adaptin 3A) (Mu3A-adaptin),AP3M1,Homo sapiens (Human),418,GO:0005764; GO:0005765; GO:0005794; GO:0006622; GO:0006897; GO:0008089; GO:0016032; GO:0016192; GO:0030131; GO:0030659; GO:0031267; GO:0031410; GO:0043231; GO:0048490; GO:1904115,Chordata
Q9H672,ASB7_HUMAN,Ankyrin repeat and SOCS box protein 7 (ASB-7),ASB7,Homo sapiens (Human),318,GO:0005829; GO:0016567; GO:0035556; GO:0043687,Chordata
Q13145,BAMBI_HUMAN,BMP and activin membrane-bound inhibitor homolog (Non-metastatic gene A protein) (Putative transmembrane protein NMA),BAMBI NMA,Homo sapiens (Human),260,GO:0005109; GO:0005114; GO:0005737; GO:0005886; GO:0007179; GO:0008284; GO:0008360; GO:0010718; GO:0016021; GO:0016477; GO:0030512; GO:0030514; GO:0032092; GO:0045668; GO:0045893; GO:0090263,Chordata
Q9H8M5,CNNM2_HUMAN,Metal transporter CNNM2 (Ancient conserved domain-containing protein 2) (Cyclin-M2),CNNM2 ACDP2,Homo sapiens (Human),875,GO:0005524; GO:0005886; GO:0010960; GO:0015095; GO:0016021; GO:0016323; GO:0022857; GO:0043231,Chordata
P29317,EPHA2_HUMAN,Ephrin type-A receptor 2 (EC 2.7.10.1) (Epithelial cell kinase) (Tyrosine-protein kinase receptor ECK),EPHA2 ECK,Homo sapiens (Human),976,GO:0001501; GO:0001570; GO:0001618; GO:0001649; GO:0002043; GO:0004714; GO:0005005; GO:0005524; GO:0005886; GO:0005887; GO:0005925; GO:0006954; GO:0007155; GO:0007169; GO:0007275; GO:0007411; GO:0008630; GO:0009986; GO:0010591; GO:0014028; GO:0016477; GO:0016525; GO:0019838; GO:0021915; GO:0030027; GO:0030216; GO:0030316; GO:0031256; GO:0031258; GO:0032587; GO:0032682; GO:0033598; GO:0033628; GO:0033674; GO:0036342; GO:0043005; GO:0043235; GO:0043491; GO:0043535; GO:0045296; GO:0045765; GO:0046058; GO:0046849; GO:0048013; GO:0048320; GO:0048870; GO:0050830; GO:0051898; GO:0060035; GO:0060326; GO:0060444; GO:0070160; GO:0070309; GO:0070372; GO:0070848; GO:0072659; GO:0090630; GO:1901491; GO:1903078; GO:1903348; GO:1904238,Chordata
Q9HCQ5,GALT9_HUMAN,Polypeptide N-acetylgalactosaminyltransferase 9 (EC 2.4.1.41) (Polypeptide GalNAc transferase 9) (GalNAc-T9) (pp-GaNTase 9) (Protein-UDP acetylgalactosaminyltransferase 9) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 9),GALNT9,Homo sapiens (Human),603,GO:0000139; GO:0004653; GO:0005794; GO:0006493; GO:0016021; GO:0016266; GO:0030246; GO:0046872,Chordata
Q92538,GBF1_HUMAN,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1),GBF1 KIAA0248,Homo sapiens (Human),1859,GO:0000139; GO:0002263; GO:0005085; GO:0005547; GO:0005793; GO:0005794; GO:0005801; GO:0005802; GO:0005811; GO:0005829; GO:0006888; GO:0006890; GO:0006892; GO:0006895; GO:0007030; GO:0007346; GO:0015031; GO:0016020; GO:0016032; GO:0030593; GO:0031252; GO:0032012; GO:0034067; GO:0042147; GO:0048205; GO:0060271; GO:0061162; GO:0070973; GO:0080025; GO:0090166; GO:0097111; GO:0098586; GO:1903409; GO:1903420; GO:2000008,Chordata
Q14344,GNA13_HUMAN,Guanine nucleotide-binding protein subunit alpha-13 (G alpha-13) (G-protein subunit alpha-13),GNA13,Homo sapiens (Human),377,GO:0001664; GO:0003924; GO:0005525; GO:0005634; GO:0005737; GO:0005829; GO:0005834; GO:0005886; GO:0005925; GO:0007165; GO:0007186; GO:0007188; GO:0007189; GO:0007204; GO:0007266; GO:0016020; GO:0030168; GO:0031526; GO:0031584; GO:0031683; GO:0031752; GO:0042470; GO:0043065; GO:0046872; GO:0051056; GO:0070062; GO:1904706; GO:1904753,Chordata
Q6IC98,GRAM4_HUMAN,GRAM domain-containing protein 4 (Death-inducing protein),GRAMD4 DIP KIAA0767,Homo sapiens (Human),578,GO:0005739; GO:0005789; GO:0006915; GO:0016021; GO:0031966; GO:0034164; GO:0043280,Chordata
P48058,GRIA4_HUMAN,Glutamate receptor 4 (GluR-4) (GluR4) (AMPA-selective glutamate receptor 4) (GluR-D) (Glutamate receptor ionotropic; AMPA 4) (GluA4),GRIA4 GLUR4,Homo sapiens (Human),902,GO:0001540; GO:0004970; GO:0004971; GO:0005886; GO:0007215; GO:0007268; GO:0015276; GO:0030666; GO:0032281; GO:0038023; GO:0043025; GO:0043197; GO:0045211; GO:1903561; GO:2000310,Chordata
Q17RY0,CPEB4_HUMAN,Cytoplasmic polyadenylation element-binding protein 4 (CPE-BP4) (CPE-binding protein 4) (hCPEB-4),CPEB4 KIAA1673,Homo sapiens (Human),729,GO:0000900; GO:0002931; GO:0003723; GO:0003730; GO:0005634; GO:0005737; GO:0005783; GO:0008135; GO:0014069; GO:0030425; GO:0030426; GO:0035235; GO:0036294; GO:0042149; GO:0043005; GO:0043022; GO:0043197; GO:0043524; GO:0045202; GO:0046872; GO:0048471; GO:0071230; GO:1990124; GO:2000766,Chordata
Q6IQ26,DEN5A_HUMAN,DENN domain-containing protein 5A (Rab6-interacting protein 1) (Rab6IP1),DENND5A KIAA1091 RAB6IP1,Homo sapiens (Human),1287,GO:0000139; GO:0005085; GO:0005802; GO:0005829; GO:0010977; GO:0042147,Chordata
Q96F81,DISP1_HUMAN,Protein dispatched homolog 1,DISP1 DISPA,Homo sapiens (Human),1524,GO:0015833; GO:0016021; GO:0016323; GO:0050708; GO:0060539; GO:0070207; GO:1904680,Chordata
Q9UPQ3,AGAP1_HUMAN,Arf-GAP with GTPase; ANK repeat and PH domain-containing protein 1 (AGAP-1) (Centaurin-gamma-2) (Cnt-g2) (GTP-binding and GTPase-activating protein 1) (GGAP1),AGAP1 CENTG2 KIAA1099,Homo sapiens (Human),857,GO:0003924; GO:0005096; GO:0005525; GO:0005543; GO:0005634; GO:0005737; GO:0015031; GO:0043547; GO:0046872,Chordata
Q01432,AMPD3_HUMAN,AMP deaminase 3 (EC 3.5.4.6) (AMP deaminase isoform E) (Erythrocyte AMP deaminase),AMPD3,Homo sapiens (Human),767,GO:0003876; GO:0005576; GO:0005829; GO:0006188; GO:0006196; GO:0032264; GO:0034774; GO:0043101; GO:0043312; GO:0046033; GO:0046872; GO:1904813,Chordata
P16157,ANK1_HUMAN,Ankyrin-1 (ANK-1) (Ankyrin-R) (Erythrocyte ankyrin),ANK1 ANK,Homo sapiens (Human),1881,GO:0005198; GO:0005200; GO:0005634; GO:0005829; GO:0005856; GO:0005886; GO:0006887; GO:0006888; GO:0007010; GO:0007165; GO:0008093; GO:0009898; GO:0010638; GO:0014731; GO:0016323; GO:0016529; GO:0019899; GO:0019903; GO:0030018; GO:0030507; GO:0030673; GO:0031430; GO:0042383; GO:0043005; GO:0044325; GO:0045199; GO:0045211; GO:0051117; GO:0072659,Chordata
Q9BWU1,CDK19_HUMAN,Cyclin-dependent kinase 19 (EC 2.7.11.22) (CDC2-related protein kinase 6) (Cell division cycle 2-like protein kinase 6) (Cell division protein kinase 19) (Cyclin-dependent kinase 11) (Death-preventing kinase),CDK19 CDC2L6 CDK11 KIAA1028,Homo sapiens (Human),502,GO:0004693; GO:0005524; GO:0005634; GO:0005829; GO:0006468; GO:0008353; GO:0016592; GO:0043065; GO:0050729; GO:0071222; GO:0106310; GO:0106311,Chordata
